Unix time,BSSID,Signal strength(-dBm),SSID,Longitude,Latitude,GPS Accuracy,AP Capabilities, Channel, Frequency
1564232821000,0e:ec:da:09:0b:9f,-83,,14.31053835,48.80416776,8,[WPA2-PSK-CCMP][ESS],,62437
1564232839000,0e:ec:da:09:0b:b5,-76,,14.31058814,48.80385466,5,[WPA2-PSK-CCMP][ESS],,62437
1564232237000,0e:ec:da:8e:5f:db,-89,DSSCK2FREE,14.31678894,48.80767613,5,[WPA2-PSK-CCMP][ESS],,-5180
1564503980000,0e:ec:da:8e:a7:ea,-85,,14.43504719,48.98743701,3,[WPA2-PSK-CCMP][ESS],,-5180
1564503792000,10:7b:44:3c:02:04,-89,ASUS_5G,14.43712608,48.98612056,5,[WPA2-PSK-CCMP][WPS][ESS],,-5500
1564503701000,10:7b:44:96:63:78,-82,PavelWifi,14.43757889,48.98481549,6,[WPA2-PSK-CCMP][WPS][ESS],,132472
1565374356000,10:7b:44:96:cc:78,-56,Kicinet_Kancelar,14.32029499,48.80954044,3,[WPA2-PSK-CCMP][ESS],,82447
1565374351000,10:7b:44:96:cc:7c,-83,Kicinet_Kancelar_5G,14.32034569,48.80947645,3,[WPA2-PSK-CCMP][ESS],,-5220
1565374976000,10:7b:44:98:3e:6c,-92,Studio-EL,14.31929079,48.81538507,3,[WPA2-PSK-CCMP][WPS][ESS],,112462
1564503733000,10:7b:ef:d9:19:3f,-79,George,14.43739039,48.98526049,3,[WPA-PSK-CCMP+TKIP][WPS][ESS],,132472
1564570268000,10:7b:ef:da:67:41,-89,ZyXEL,14.47185485,48.98576965,10,[WPA-PSK-TKIP][WPA2-PSK-TKIP][ESS],,132472
1564503715000,10:be:f5:db:41:5c,-84,dlink-415C,14.43751867,48.98500282,4,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS],,72442
1564232979000,10:bf:48:c6:d9:28,-89,DOMOV,14.30985927,48.80203762,8,[WPA2-PSK-CCMP][WPS][ESS],,92452
1564232782000,10:c3:7b:d5:74:c8,-61,restaurace_pivonka,14.31150808,48.80468816,6,[WPA2-PSK-CCMP][ESS],,52432
1588691508000,10:e7:c6:c6:16:73,-86,DIRECT-72-HP OfficeJet 6950,14.30708458,48.80030838,4,[WPA2-PSK-CCMP][WPS][ESS][P2P],,12412
1564503804000,10:fe:ed:2b:85:9e,-85,punakovi,14.43696378,48.98624853,4,[WPA2-PSK-CCMP][WPS][ESS],,42427
1565374303000,10:fe:ed:2e:3f:8c,-88,Bodlak.opnt,14.32082882,48.80887967,4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],,22417
1564504022000,10:fe:ed:2f:16:60,-89,Lifr,14.43475183,48.98794161,3,[WPA2-PSK-CCMP+TKIP][WPS][ESS],,112462
1588691691000,10:fe:ed:30:2c:d4,-75,PETER,14.31029831,48.80077146,4,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],,62437
1564233027000,10:fe:ed:30:36:c8,-89,Kobra11,14.31030096,48.80148838,6,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],,62437
1564503917000,10:fe:ed:33:be:fe,-84,STARNET_Kozak,14.43550072,48.98671263,3,[WPA2-PSK-CCMP][ESS],,42427
1564570272000,10:fe:ed:48:51:46,-87,trafira,14.47205983,48.98636784,12,[WPA-PSK-CCMP+TKIP][ESS],,102457
1564504033000,10:fe:ed:72:0d:6a,-84,kh-01,14.43471336,48.98808258,3,[WPA2-PSK-CCMP+TKIP][WPS][ESS],,102457
1564232472000,10:fe:ed:73:aa:96,-81,Pitbull,14.3174332,48.80653552,3,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],,102457
1565374212000,10:fe:ed:73:c8:a2,-89,STARNET_Skabalikovi,14.32089629,48.80758576,7,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],,62437
1588691589000,10:fe:ed:73:cc:a4,-86,STARNET_Interholzova,14.30829681,48.80044613,7,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],,82447
1588691603000,10:fe:ed:73:d3:86,-81,STARNET_Doubrava,14.30856645,48.80048834,5,[WPA2-PSK-CCMP][WPS][ESS],,12412
1564503385000,10:fe:ed:74:38:c0,-90,Inet4_Simecek,14.44102145,48.98310345,4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],,62437
1564232813000,10:fe:ed:74:da:f2,-81,schwarzova,14.31065457,48.80432341,7,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],,52432
1564570540000,10:fe:ed:79:7c:84,-78,Koudy ,14.47674619,49.00439529,11,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],,62437
1564503497000,10:fe:ed:79:9a:f8,-90,STARNET_IrenaS,14.43972235,48.98326425,4,[WPA2-PSK-CCMP][ESS],,102457
1564503963000,10:fe:ed:7b:07:2e,-87,TP-LINK_7B072E,14.43511892,48.98723174,3,[WPA2-PSK-CCMP][WPS][ESS],,112462
1564231708000,10:fe:ed:82:b2:26,-83,STARNET_Halackova,14.31336591,48.80589295,4,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],,112462
1565374923000,10:fe:ed:9b:9b:e8,-86,PenzionCK,14.32019129,48.81501902,5,[WEP][ESS],,62437
1564503533000,10:fe:ed:a4:e3:dc,-90,IVCA_Sit,14.43892879,48.98324297,3,[WPA2-PSK-CCMP+TKIP][WPS][ESS],,12412
1564504549000,10:fe:ed:a5:a2:c2,-76,Grisa,14.42624343,48.98890065,3,[WEP][ESS],,22417
1584895251000,10:fe:ed:aa:3c:d2,-66,STARNET-Daute,14.30600798,48.79653008,3,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],,62437
1564503871000,10:fe:ed:aa:a8:ea,-88,TP-LINK_AAA8EA,14.43627404,48.98636123,4,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],,62437
1564502749000,10:fe:ed:af:2f:78,-71,STARNET_Venca,14.44265921,48.98234284,3,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],,12412
1564232988000,10:fe:ed:bc:84:8c,-79,hubacik.opnt,14.3097801,48.80192552,7,[WPA2-PSK-CCMP+TKIP][WPS][ESS],,42427
1564503853000,10:fe:ed:c5:65:0c,-81,Elsat-Zuzka,14.43626941,48.98633888,5,[WPA2-PSK-CCMP][WPS][ESS],,42427
1564232598000,10:fe:ed:cd:a6:1e,-67,vltava,14.31471165,48.80631166,10,[WPA2-PSK-CCMP][WPS][ESS],,72442
1564503551000,10:fe:ed:d7:22:90,-87,STARNET_WIFI,14.43859451,48.98331275,3,[WPA-PSK-CCMP][WPS][ESS],,92452
1564503966000,10:fe:ed:e6:af:34,-83,U Drupika,14.43510792,48.98726609,3,[WPA2-PSK-CCMP][WPS][ESS],,92452
1564504036000,10:fe:ed:e9:51:0a,-89,STARNET_Prkno,14.43468107,48.98811625,3,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],,12412
1564503836000,10:fe:ed:fa:50:b4,-80,LED,14.43639947,48.98626001,3,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],,82447
1564570223000,12:18:d6:0b:82:b9,-90,Hotel Vita 1,14.47182038,48.98091292,10,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],,112462
1564570233000,12:27:22:57:70:b8,-88,ClarionDev,14.4716233,48.9823261,10,[WPA-PSK-CCMP+TKIP][ESS],,62437
1564503607000,12:62:e5:2a:e3:54,-78,DIRECT-54-HP PageWide MFP P57750,14.43790867,48.98371826,3,[WPA2-PSK-CCMP][WPS][ESS][P2P],,62437
1564503620000,12:62:e5:2a:f4:58,-74,DIRECT-58-HP PageWide MFP P57750,14.43773359,48.98387855,3,[WPA2-PSK-CCMP][WPS][ESS][P2P],,62437
1564570254000,12:83:7b:e1:20:f7,-84,Portthru,14.47178605,48.98408689,13,[IBSS],,112462
1564502763000,14:cc:20:2c:40:8c,-90,STARNET_LILI,14.44263721,48.9825376,6,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],,112462
1564504439000,14:cc:20:3e:d2:1b,-87,Baloun,14.42758614,48.98847911,4,[WPA2-PSK-CCMP][WPS][ESS],,82447
1564502754000,14:cc:20:3e:ed:d9,-82,STARNET_LILI,14.44266305,48.98243045,3,[WPA2-PSK-CCMP+TKIP][WPS][ESS],,112462
1564570219000,14:cc:20:93:e7:0e,-86,KAMove_5Kc minuta,14.47208129,48.98035548,10,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],,32422
1564232979000,14:cc:20:a4:8f:26,-85,Internet_Dusek,14.30985927,48.80203762,8,[WPA2-PSK-CCMP][WPS][ESS],,32422
1564232106000,14:cc:20:a5:5a:2a,-75,penzion_antoni_puda,14.31472825,48.80778212,4,[WPA-PSK-TKIP][ESS],,132472
1564570519000,14:cc:20:b7:24:de,-80,TREKVILA,14.47785455,49.00323298,11,[WPA2-PSK-CCMP][ESS],,112462
1564232097000,14:cc:20:c7:e8:a6,-78,penzion_antoni_2 5,14.31456533,48.80778672,6,[WPA-PSK-CCMP][ESS],,92452
1565374220000,14:cc:20:c8:20:74,-90,,14.32098461,48.80770745,4,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],,82447
1565373976000,14:cc:20:d3:eb:c4,-89,Pension_Jana_4,14.31660174,48.80587259,5,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],,52432
1564570233000,14:cc:20:e2:75:6c,-79,FukaHomeTopJedemebomby,14.4716233,48.9823261,10,[WPA2-PSK-CCMP][WPS][ESS],,102457
1564231958000,14:d6:4d:e7:68:38,-59,Prchalova,14.31296678,48.80698596,9,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],,12412
1564503476000,14:da:e9:81:fb:f8,-87,Wific,14.44021292,48.98334404,3,[WPA2-PSK-CCMP][ESS],,62437
1564503409000,14:da:e9:81:fb:f9,-87,Wific,14.44081939,48.98345763,5,[WPA2-PSK-CCMP][ESS],,62437
1564503419000,14:dd:a9:73:d6:58,-89,Pokoj108,14.44080058,48.98346003,3,[WPA2-PSK-CCMP][WPS][ESS],,122467
1564504019000,14:dd:a9:75:b4:c4,-88,Maruska,14.43476219,48.98789313,3,[WPA2-PSK-CCMP][WPS][ESS],,62437
1564231909000,16:18:d6:6d:9d:a1,-72,,14.31251099,48.80653225,6,[WPA2-PSK-CCMP][ESS],,22417
1588691915000,18:0f:76:3e:72:30,-71,Roman_24G,14.31070607,48.80092246,66,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],,52432
1589042132000,18:0f:76:3e:72:33,-85,Roman_5G,14.31096472,48.80098089,40,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],,-5200
1564503987000,18:31:bf:02:ec:90,-90,NIKOLA,14.43495252,48.98748878,3,[WPA2-PSK-CCMP][WPS][ESS],,132472
1564503101000,18:31:bf:03:0c:38,-90,inet4_Dusak,14.44220452,48.98295951,147,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],,12412
1564503547000,18:31:bf:03:98:d0,-91,,14.43864896,48.98326717,3,[WPA2-PSK-CCMP][ESS],,12412
1564502744000,18:31:bf:64:8e:80,-92,HREBIK,14.44265505,48.98225642,5,[WPA2-PSK-CCMP][WPS][ESS],,112462
1564570390000,18:31:bf:65:6e:04,-79,ASUS_04,14.47791018,48.99396556,10,[WPA2-PSK-CCMP][WPS][ESS],,102457
1564503547000,18:31:bf:67:1d:b0,-89,NHAU,14.43864896,48.98326717,3,[WPA2-PSK-CCMP][WPS][ESS],,132472
1564570561000,18:31:bf:68:45:78,-86,Filip,14.47724095,49.00574949,10,[WPA2-PSK-CCMP][WPS][ESS],,112462
1564503934000,18:31:bf:89:99:18,-86,Bouma,14.43537996,48.9869373,3,[WPA2-PSK-CCMP][WPS][ESS],,102457
1588691555000,18:31:bf:c0:ba:c8,-77,Novotny_Krumlov,14.30769869,48.80037876,4,[WPA2-PSK-CCMP][WPS][ESS],,122467
1565375163000,18:4f:32:68:58:28,-85,HP-Print-28-LaserJet 1102,14.31955434,48.81531827,3,[ESS],,22417
1564231774000,18:a6:f7:3e:29:4d,-85,WiFi,14.3124703,48.80546617,4,[WPA2-PSK-CCMP][WPS][ESS],,-5180
1564232752000,18:a6:f7:3e:29:4e,-71,WiFi,14.31199613,48.80495417,3,[WPA2-PSK-CCMP][WPS][ESS],,122467
1564503750000,18:a6:f7:3e:2d:35,-80,Emmerovi,14.43731256,48.98548191,4,[WPA2-PSK-CCMP][WPS][ESS],,12412
1564503764000,18:a6:f7:3e:38:f8,-84,STARNET_38F9,14.43722219,48.98567857,4,[WPA2-PSK-CCMP][ESS],,-5220
1564503764000,18:a6:f7:3e:38:f9,-72,STARNET_38F9,14.43722219,48.98567857,4,[WPA2-PSK-CCMP][ESS],,82447
1564504026000,18:a6:f7:3e:39:31,-87,Lev2010,14.43473876,48.98799719,3,[WPA2-PSK-CCMP][WPS][ESS],,-5240
1564504033000,18:a6:f7:3e:39:32,-84,Lev2010,14.43471336,48.98808258,3,[WPA2-PSK-CCMP][WPS][ESS],,132472
1564231923000,18:a6:f7:73:99:f8,-78,Knizovi,14.31269944,48.80669424,7,[WPA2-PSK-CCMP][WPS][ESS],,52432
1564232839000,18:a6:f7:7a:d4:ec,-73,jindrovi007,14.31058814,48.80385466,5,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],,32422
1588691541000,18:a6:f7:7b:04:9e,-72,milo,14.30751154,48.80043019,3,[WPA2-PSK-CCMP][WPS][ESS],,72442
1564503885000,18:a6:f7:7e:9c:b4,-85,fajnetNET,14.43606344,48.98646209,3,[WPA2-PSK-CCMP][ESS],,-5200
1564503885000,18:a6:f7:7e:9c:b5,-81,fajnetNET,14.43606344,48.98646209,3,[WPA2-PSK-CCMP][ESS],,42427
1564504393000,18:a6:f7:86:49:79,-90,,14.42837743,48.98808776,6,[WPA2-PSK-CCMP+TKIP][WPS][ESS],,132472
1588691541000,18:a6:f7:d9:b4:dc,-77,TP-LINK_B4DC,14.30751154,48.80043019,3,[WPA2-PSK-CCMP][WPS][ESS],,72442
1564503811000,18:a6:f7:fa:27:6d,-82,STARNET_e4d5_extended,14.43685015,48.98620376,4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],,82447
1564503896000,18:a6:f7:fa:27:6e,-87,STARNET_e4d5_extended5,14.43588276,48.98655742,3,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],,-5220
1564232629000,18:a6:f7:fe:df:38,-78,KABINET,14.31398,48.8060915,3,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],,42427
1564503715000,18:a6:f7:fe:e7:e2,-84,Prochazkova,14.43751867,48.98500282,4,[WPA2-PSK-CCMP][WPS][ESS],,102457
1564503808000,18:d6:c7:2b:c9:5b,-90,Mihulovi-Wifi,14.43689363,48.98623047,4,[WPA2-PSK-CCMP][WPS][ESS],,-5220
1564503808000,18:d6:c7:2b:c9:5c,-83,Mihulovi-Wifi,14.43689363,48.98623047,4,[WPA2-PSK-CCMP][WPS][ESS],,52432
1564233031000,18:d6:c7:38:1c:8a,-88,Verbezove,14.31035088,48.80147713,5,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],,72442
1564233014000,18:d6:c7:3e:c5:fe,-75,milu2,14.31007767,48.80157171,5,[WPA2-PSK-CCMP][ESS],,-5180
1564233009000,18:d6:c7:3e:c5:ff,-49,milu1,14.3099985,48.80162192,4,[WPA2-PSK-CCMP][ESS],,22417
1565374373000,18:d6:c7:3e:d5:dc,-89,Sisl_5G,14.32013909,48.80977267,4,[WPA2-PSK-CCMP][WPS][ESS],,-5180
1565374377000,18:d6:c7:3e:d5:dd,-71,Sisl,14.32010395,48.80983144,5,[WPA2-PSK-CCMP][WPS][ESS],,112462
1564503808000,18:d6:c7:3e:d7:21,-82,STARNET_d721,14.43689363,48.98623047,4,[WPA2-PSK-CCMP][ESS],,102457
1564503804000,18:d6:c7:3e:f1:a5,-83,Marcel_5G,14.43696378,48.98624853,4,[WPA2-PSK-CCMP][WPS][ESS],,-5180
1564503917000,18:d6:c7:3e:f1:a6,-81,Marcel,14.43550072,48.98671263,3,[WPA2-PSK-CCMP+TKIP][WPS][ESS],,102457
1564232489000,18:d6:c7:46:65:1a,-81,AMADEUS2,14.31713971,48.80650986,6,[WPS][ESS],,102457
1564232005000,18:d6:c7:4e:67:bb,-71,Benes_doma_5G,14.31350314,48.80731368,9,[WPA2-PSK-CCMP][ESS],,-5200
1564232014000,18:d6:c7:4e:67:bc,-61,Benes_doma,14.31363634,48.80735045,3,[WPA2-PSK-CCMP][ESS],,42427
1564503853000,18:d6:c7:4e:6b:3f,-77,Kubik-5G,14.43626941,48.98633888,5,[WPA2-PSK-CCMP][WPS][ESS],,-5180
1564503861000,18:d6:c7:4e:6b:40,-76,Kubik,14.43628691,48.98625513,4,[WPA2-PSK-CCMP][WPS][ESS],,112462
1564503648000,18:d6:c7:4e:6f:db,-85,STARNET_6FDB,14.43750293,48.98426403,4,[WPA2-PSK-CCMP][ESS],,112462
1588692170000,18:d6:c7:4e:71:ab,-79,STARNET-_-Zimmelova_5G,14.3110602,48.80084567,71,[WPA2-PSK-CCMP][ESS],,-5180
1588692178000,18:d6:c7:4e:71:ac,-73,STARNET-_-Zimmelova,14.31106022,48.80084568,142,[WPA2-PSK-CCMP][ESS],,22417
1564503501000,18:d6:c7:4e:7c:20,-83,K0nY_2G,14.43964688,48.98325403,4,[WPA2-PSK-CCMP][ESS],,32422
1564503385000,18:d6:c7:4e:7c:29,-91,varga jan,14.44102145,48.98310345,4,[WPA2-PSK-CCMP][ESS],,62437
1564232346000,18:d6:c7:4e:85:73,-85,Bohuslavovi_5G,14.31755316,48.80809564,6,[WPA2-PSK-CCMP][WPS][ESS],,-5180
1564232350000,18:d6:c7:4e:85:74,-84,Bohuslavovi,14.31761685,48.8081136,6,[WPA2-PSK-CCMP][WPS][ESS],,12412
1564231743000,18:d6:c7:4e:8a:5a,-87,TP-LINK_8A5A,14.31294353,48.80563804,6,[WPA2-PSK-CCMP][WPS][ESS],,22417
1564503874000,18:d6:c7:5a:b5:99,-86,STARNET_b599,14.43624844,48.98637915,4,[WPA2-PSK-CCMP][WPS][ESS],,102457
1564231734000,18:d6:c7:5a:be:00,-86,Agata,14.31308404,48.80567212,5,[WPA2-PSK-CCMP][WPS][ESS],,102457
1564570547000,18:d6:c7:5a:c9:49,-89,LuckyNet_Hrnecek,14.4771383,49.00515621,11,[WPA2-PSK-CCMP][WPS][ESS],,12412
1564503631000,18:d6:c7:5c:f4:0b,-91,Rodovi 2G,14.43762819,48.98403528,3,[WPA2-PSK-CCMP][WPS][ESS],,12412
1564503680000,18:d6:c7:64:bd:d4,-86,STARNET_BDD4,14.43765894,48.98471064,4,[WPA2-PSK-CCMP][ESS],,112462
1564503931000,18:d6:c7:64:d5:b0,-84,STARNET_d5b0,14.43540404,48.98690208,3,[WPA2-PSK-CCMP][ESS],,112462
1564503733000,18:d6:c7:64:d5:c4,-86,STARNET_JB_5G,14.43739039,48.98526049,3,[WPA2-PSK-CCMP][WPS][ESS],,-5220
1564503736000,18:d6:c7:64:d5:c5,-74,STARNET_JB,14.43736408,48.98529899,4,[WPA2-PSK-CCMP][WPS][ESS],,72442
1588691528000,18:d6:c7:64:e4:4f,-81,TP-LINK_E450_5G,14.30730097,48.80042557,3,[WPA2-PSK-CCMP][WPS][ESS],,-5220
1588691523000,18:d6:c7:64:e4:50,-70,Starnet sebesta,14.30722209,48.80041565,3,[WPA2-PSK-CCMP][WPS][ESS],,112462
1564502754000,18:d6:c7:64:e5:e1,-90,STARNET_e5e2,14.44266305,48.98243045,3,[WPA2-PSK-CCMP][ESS],,-5200
1564502746000,18:d6:c7:64:e5:e2,-79,STARNET_e5e2,14.44265125,48.98228399,5,[WPA2-PSK-CCMP][ESS],,102457
1564503676000,18:d6:c7:64:eb:79,-88,STARNET_EB79_2G,14.43764027,48.98465863,3,[WPA2-PSK-CCMP][ESS],,122467
1564503515000,18:d6:c7:64:ed:c5,-87,STARNET_EDC5,14.43933088,48.98326546,3,[WPA2-PSK-CCMP][ESS],,22417
1564570282000,18:d6:c7:77:4e:ee,-90,WWW.TREFCON.CZ-FreeWiFi,14.47292477,48.98767921,10,[WPA2-PSK-CCMP][ESS],,102457
1564570017000,18:d6:c7:83:d9:58,-82,LuckyNet_N&R,14.4789818,48.97370677,8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],,62437
1564503715000,18:d6:c7:85:e8:d4,-92,Sides5G,14.43751867,48.98500282,4,[WPA2-PSK-CCMP][WPS][ESS],,-5180
1564503711000,18:d6:c7:85:e8:d5,-81,Sides,14.43754462,48.98494989,3,[WPA2-PSK-CCMP][WPS][ESS],,92452
1564232896000,18:d6:c7:85:eb:aa,-79,starnet vasky,14.31057508,48.80302276,4,[WPA2-PSK-CCMP][WPS][ESS],,-5180
1564232900000,18:d6:c7:85:eb:ab,-73,starnet vasky,14.31056213,48.80296322,4,[WPA2-PSK-CCMP][WPS][ESS],,32422
1564503885000,18:d6:c7:85:f2:d1,-83,STARNET_S2D1,14.43606344,48.98646209,3,[WPA2-PSK-CCMP][WPS][ESS],,72442
1564503719000,18:d6:c7:85:f3:3f,-89,Bingo,14.43749032,48.98506486,4,[WPA2-PSK-CCMP][WPS][ESS],,-5220
1564503747000,18:d6:c7:85:f3:40,-86,Bingo,14.43732683,48.98545214,4,[WPA2-PSK-CCMP][WPS][ESS],,112462
1564503551000,18:d6:c7:94:f9:bd,-89,TP-LINK_F9BD,14.43859451,48.98331275,3,[WPA2-PSK-CCMP][WPS][ESS],,132472
1564503906000,18:d6:c7:94:fe:f3,-89,jirka_5G,14.43572979,48.98663805,3,[WPA2-PSK-CCMP][WPS][ESS],,-5220
1564503889000,18:d6:c7:94:fe:f4,-77,jirka_24G,14.43599547,48.986503,3,[WPA2-PSK-CCMP][WPS][ESS],,22417
1564503694000,18:d6:c7:95:00:08,-83,Jandovi,14.43759522,48.98477534,7,[WPA2-PSK-CCMP][WPS][ESS],,32422
1564504622000,18:e8:29:57:79:da,-87,zdenda,14.42664947,48.98803156,4,[WPA2-PSK-CCMP][ESS],,62437
1564232075000,18:e8:29:97:07:6a,-86,Pension Hubertus,14.31433702,48.80772719,6,[WPA2-PSK-CCMP][ESS],,62437
1564232079000,18:e8:29:97:08:cf,-85,Pension Hubertus,14.31437825,48.80776796,5,[WPA2-PSK-CCMP][ESS],,62437
1564232084000,18:e8:29:97:09:77,-73,Pension Hubertus,14.31436626,48.8077831,9,[WPA2-PSK-CCMP][ESS],,62437
1564232079000,18:e8:29:98:09:77,-86,Pension Hubertus_5G,14.31437825,48.80776796,5,[WPA2-PSK-CCMP][ESS],,-5220
1564570216000,18:f0:e4:27:31:10,-88,Redmi,14.47229341,48.97993743,10,[ESS],,112462
1564233036000,1a:60:24:64:c5:37,-84,DIRECT-37-HP OfficeJet Pro 7740,14.31042608,48.80144608,5,[WPA2-PSK-CCMP][WPS][ESS][P2P],,32422
1564503906000,1a:d6:c7:94:fe:f3,-88,TP-LINK_Guest_FEF4_5G,14.43572979,48.98663805,3,[ESS],,-5220
1564232084000,1a:e8:29:97:07:6a,-87,Hubertus Recepce,14.31436626,48.8077831,9,[WPA2-PSK-CCMP][ESS],,62437
1564232079000,1a:e8:29:97:08:cf,-87,Hubertus Recepce,14.31437825,48.80776796,5,[WPA2-PSK-CCMP][ESS],,62437
1564232079000,1a:e8:29:97:09:77,-74,Hubertus Recepce,14.31437825,48.80776796,5,[WPA2-PSK-CCMP][ESS],,62437
1564232075000,1a:e8:29:98:09:77,-84,,14.31433702,48.80772719,6,[WPA2-PSK-CCMP][ESS],,-5220
1564570369000,1c:49:7b:c3:a5:be,-75,Rezny,14.47569954,48.99122698,10,[WPA2-PSK-CCMP][ESS],,32422
1565374399000,1c:49:7b:cc:fb:c2,-87,WLAN11_5H6L5Y,14.31991435,48.81013822,4,[WPA2-PSK-CCMP][ESS],,12412
1564570024000,1c:49:7b:d0:93:e3,-88,WLAN11_9P8D7Y,14.47878888,48.97440777,6,[WPA2-PSK-CCMP][ESS],,112462
1564570027000,1c:49:7b:d0:93:e4,-91,WLAN11_5G_4Q8A0B,14.47879185,48.97465468,8,[WPA2-PSK-CCMP][ESS],,-5180
1588691691000,1c:49:7b:d4:27:68,-68,WLAN11_D42768,14.31029831,48.80077146,4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],,112462
1588691675000,1c:49:7b:d4:27:69,-85,WLAN21_D42769,14.30999318,48.80070411,5,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],,-5180
1564570020000,1c:49:7b:da:5f:cd,-87,Byt_1,14.47890334,48.9739867,6,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],,112462
1564232115000,1c:49:7b:da:8c:73,-81,WLAN11_DA8C73,14.31482065,48.80780213,6,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],,22417
1565374351000,1c:49:7b:db:78:29,-82,Hana,14.32034569,48.80947645,3,[WPA2-PSK-CCMP][ESS],,22417
1565375054000,1c:49:7b:db:bc:35,-88,WLAN11_1Q8L1C,14.31791576,48.81575407,3,[WPA2-PSK-CCMP][ESS],,22417
1564570568000,1c:49:7b:ed:71:39,-80,Jesina,14.47597453,49.00582662,11,[WPA2-PSK-CCMP][ESS],,32422
1564233027000,1c:49:7b:ee:e8:7e,-82,WLAN11_4R9R2T,14.31030096,48.80148838,6,[WPA2-PSK-CCMP][ESS],,32422
1564503941000,1c:49:7b:f5:46:07,-88,WLAN11_F54607,14.43535778,48.98702544,3,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],,12412
1564570153000,1c:49:7b:f8:ef:f2,-79,Kolarovi,14.47452792,48.97832327,11,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],,12412
1564570191000,1c:49:7b:f8:ef:f3,-91,Kolarovi,14.47399613,48.9784752,9,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],,-5180
1564503593000,1c:5f:2b:66:dd:7a,-79,Stafila,14.43810966,48.98362877,4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],,22417
1564503589000,1c:5f:2b:66:dd:7c,-90,Tenda-5GHz,14.43819502,48.98363799,4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],,-5220
1564503889000,1c:5f:2b:66:de:e5,-83,NETT,14.43599547,48.986503,3,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],,42427
1564503924000,1c:5f:2b:66:de:e7,-85,NETT5,14.4354569,48.98681933,3,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],,-5240
1564570264000,1c:5f:2b:f3:a5:63,-89,Aziho,14.47179034,48.98526847,11,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],,112462
1564570376000,1c:74:0d:00:2d:43,-89,Internet_40,14.47649545,48.99216966,11,[WPA2-PSK-CCMP][WPS][ESS],,12412
